Cycle,cycles,hard_fail_cnt,soft_fail_cnt,both_fail_cnt,pct_hard_fail,pct_soft_fail,pct_both_fail
2493,6,6,6,6,100.0,100.0,100.0
2494,6,6,6,6,100.0,100.0,100.0
2495,6,6,6,6,100.0,100.0,100.0
2496,6,6,6,6,100.0,100.0,100.0
2497,6,6,6,6,100.0,100.0,100.0
2498,6,6,6,6,100.0,100.0,100.0
2499,6,6,6,6,100.0,100.0,100.0
2500,6,6,6,6,100.0,100.0,100.0
2501,6,6,6,6,100.0,100.0,100.0
2502,6,6,6,6,100.0,100.0,100.0
2503,6,6,6,6,100.0,100.0,100.0
2504,6,6,6,6,100.0,100.0,100.0
2505,6,6,6,6,100.0,100.0,100.0
2506,6,6,6,6,100.0,100.0,100.0
2507,6,6,6,6,100.0,100.0,100.0
2508,6,6,6,6,100.0,100.0,100.0
2509,6,6,6,6,100.0,100.0,100.0
2510,6,6,6,6,100.0,100.0,100.0
2511,6,6,6,6,100.0,100.0,100.0
2512,6,6,6,6,100.0,100.0,100.0
2513,6,6,6,6,100.0,100.0,100.0
2514,6,6,6,6,100.0,100.0,100.0
2515,6,6,6,6,100.0,100.0,100.0
2516,6,6,6,6,100.0,100.0,100.0
2517,6,6,6,6,100.0,100.0,100.0
2518,6,6,6,6,100.0,100.0,100.0
2519,6,6,6,6,100.0,100.0,100.0
2520,6,6,6,6,100.0,100.0,100.0
2521,6,6,6,6,100.0,100.0,100.0
2522,6,6,6,6,100.0,100.0,100.0
2523,6,6,6,6,100.0,100.0,100.0
2524,6,6,6,6,100.0,100.0,100.0
2525,6,6,6,6,100.0,100.0,100.0
2526,6,6,6,6,100.0,100.0,100.0
2527,6,6,6,6,100.0,100.0,100.0
2528,6,6,6,6,100.0,100.0,100.0
2529,6,6,6,6,100.0,100.0,100.0
2530,6,6,6,6,100.0,100.0,100.0
2531,6,6,6,6,100.0,100.0,100.0
2532,6,6,6,6,100.0,100.0,100.0
2533,6,6,6,6,100.0,100.0,100.0
2534,6,6,6,6,100.0,100.0,100.0
2535,6,6,6,6,100.0,100.0,100.0
2536,6,6,6,6,100.0,100.0,100.0
2537,6,6,6,6,100.0,100.0,100.0
2538,6,6,6,6,100.0,100.0,100.0
2539,6,6,6,6,100.0,100.0,100.0
2540,6,6,6,6,100.0,100.0,100.0
2541,6,6,6,6,100.0,100.0,100.0
2542,6,6,6,6,100.0,100.0,100.0
2543,6,6,6,6,100.0,100.0,100.0
2544,6,6,6,6,100.0,100.0,100.0
2545,6,6,6,6,100.0,100.0,100.0
2546,6,6,6,6,100.0,100.0,100.0
2547,6,6,6,6,100.0,100.0,100.0
2548,6,6,6,6,100.0,100.0,100.0
2549,6,6,6,6,100.0,100.0,100.0
2550,6,6,6,6,100.0,100.0,100.0
2551,6,6,6,6,100.0,100.0,100.0
2552,6,6,6,6,100.0,100.0,100.0
2553,6,6,6,6,100.0,100.0,100.0
2554,6,6,6,6,100.0,100.0,100.0
2555,6,6,6,6,100.0,100.0,100.0
2556,6,6,6,6,100.0,100.0,100.0
2557,6,6,6,6,100.0,100.0,100.0
2558,6,6,6,6,100.0,100.0,100.0
2559,6,6,6,6,100.0,100.0,100.0
2560,6,6,6,6,100.0,100.0,100.0
2561,6,6,6,6,100.0,100.0,100.0
2562,6,6,6,6,100.0,100.0,100.0
2563,6,6,6,6,100.0,100.0,100.0
2564,6,6,6,6,100.0,100.0,100.0
2565,6,6,6,6,100.0,100.0,100.0
2566,6,6,6,6,100.0,100.0,100.0
2567,6,6,6,6,100.0,100.0,100.0
2568,6,6,6,6,100.0,100.0,100.0
2569,6,6,6,6,100.0,100.0,100.0
2570,6,6,6,6,100.0,100.0,100.0
2571,6,6,6,6,100.0,100.0,100.0
2572,6,6,6,6,100.0,100.0,100.0
2573,6,6,6,6,100.0,100.0,100.0
2574,6,6,6,6,100.0,100.0,100.0
2575,6,6,6,6,100.0,100.0,100.0
2576,6,6,6,6,100.0,100.0,100.0
2577,6,6,6,6,100.0,100.0,100.0
2578,6,6,6,6,100.0,100.0,100.0
2579,6,6,6,6,100.0,100.0,100.0
2580,6,6,6,6,100.0,100.0,100.0
2581,6,6,6,6,100.0,100.0,100.0
2582,6,6,6,6,100.0,100.0,100.0
2583,6,6,6,6,100.0,100.0,100.0
2584,6,6,6,6,100.0,100.0,100.0
2585,6,6,6,6,100.0,100.0,100.0
2586,6,6,6,6,100.0,100.0,100.0
2587,6,6,6,6,100.0,100.0,100.0
2588,6,6,6,6,100.0,100.0,100.0
2589,6,6,6,6,100.0,100.0,100.0
2590,6,6,6,6,100.0,100.0,100.0
2591,6,6,6,6,100.0,100.0,100.0
2592,6,6,6,6,100.0,100.0,100.0
2593,6,6,6,6,100.0,100.0,100.0
2594,6,6,6,6,100.0,100.0,100.0
2595,6,6,6,6,100.0,100.0,100.0
2596,6,6,6,6,100.0,100.0,100.0
2597,6,6,6,6,100.0,100.0,100.0
2598,6,6,6,6,100.0,100.0,100.0
2599,6,6,6,6,100.0,100.0,100.0
2600,6,6,6,6,100.0,100.0,100.0
2601,6,6,6,6,100.0,100.0,100.0
2602,6,6,6,6,100.0,100.0,100.0
2603,6,6,6,6,100.0,100.0,100.0
2604,6,6,6,6,100.0,100.0,100.0
2605,6,6,6,6,100.0,100.0,100.0
2606,6,6,6,6,100.0,100.0,100.0
2607,6,6,6,6,100.0,100.0,100.0
2608,6,6,6,6,100.0,100.0,100.0
2609,6,6,6,6,100.0,100.0,100.0
2610,6,6,6,6,100.0,100.0,100.0
2611,6,6,6,6,100.0,100.0,100.0
2612,6,6,6,6,100.0,100.0,100.0
2613,6,6,6,6,100.0,100.0,100.0
2614,6,6,6,6,100.0,100.0,100.0
2615,6,6,6,6,100.0,100.0,100.0
2616,6,6,6,6,100.0,100.0,100.0
2617,6,6,6,6,100.0,100.0,100.0
2618,6,6,6,6,100.0,100.0,100.0
2619,6,6,6,6,100.0,100.0,100.0
2620,6,6,6,6,100.0,100.0,100.0
2621,6,6,6,6,100.0,100.0,100.0
2622,6,6,6,6,100.0,100.0,100.0
2623,6,6,6,6,100.0,100.0,100.0
2624,6,6,6,6,100.0,100.0,100.0
2625,6,6,6,6,100.0,100.0,100.0
2626,6,6,6,6,100.0,100.0,100.0
2627,6,6,6,6,100.0,100.0,100.0
2628,6,6,6,6,100.0,100.0,100.0
2629,6,6,6,6,100.0,100.0,100.0
2630,6,6,6,6,100.0,100.0,100.0
2631,6,6,6,6,100.0,100.0,100.0
2632,6,6,6,6,100.0,100.0,100.0
2633,6,6,6,6,100.0,100.0,100.0
2634,6,6,6,6,100.0,100.0,100.0
2635,6,6,6,6,100.0,100.0,100.0
2636,6,6,6,6,100.0,100.0,100.0
2637,6,6,6,6,100.0,100.0,100.0
2638,6,6,6,6,100.0,100.0,100.0
2639,6,6,6,6,100.0,100.0,100.0
2640,6,6,6,6,100.0,100.0,100.0
2641,6,6,6,6,100.0,100.0,100.0
2642,6,6,6,6,100.0,100.0,100.0
2643,6,6,6,6,100.0,100.0,100.0
2644,6,6,6,6,100.0,100.0,100.0
2645,6,6,6,6,100.0,100.0,100.0
2646,6,6,6,6,100.0,100.0,100.0
2647,6,6,6,6,100.0,100.0,100.0
2648,6,6,6,6,100.0,100.0,100.0
2649,6,6,6,6,100.0,100.0,100.0
2650,6,6,6,6,100.0,100.0,100.0
2651,6,6,6,6,100.0,100.0,100.0
2652,6,6,6,6,100.0,100.0,100.0
2653,6,6,6,6,100.0,100.0,100.0
2654,6,6,6,6,100.0,100.0,100.0
2655,6,6,6,6,100.0,100.0,100.0
2656,6,6,6,6,100.0,100.0,100.0
2657,6,6,6,6,100.0,100.0,100.0
2658,6,6,6,6,100.0,100.0,100.0
2659,6,6,6,6,100.0,100.0,100.0
2660,6,6,6,6,100.0,100.0,100.0
2661,6,6,6,6,100.0,100.0,100.0
2662,6,6,6,6,100.0,100.0,100.0
2663,6,6,6,6,100.0,100.0,100.0
2664,6,6,6,6,100.0,100.0,100.0
2665,6,6,6,6,100.0,100.0,100.0
2666,6,6,6,6,100.0,100.0,100.0
2667,6,6,6,6,100.0,100.0,100.0
2668,6,6,6,6,100.0,100.0,100.0
2669,6,6,6,6,100.0,100.0,100.0
2670,6,6,6,6,100.0,100.0,100.0
2671,6,6,6,6,100.0,100.0,100.0
2672,6,6,6,6,100.0,100.0,100.0
2673,6,6,6,6,100.0,100.0,100.0
2674,6,6,6,6,100.0,100.0,100.0
2675,6,6,6,6,100.0,100.0,100.0
2676,6,6,6,6,100.0,100.0,100.0
2677,6,6,6,6,100.0,100.0,100.0
2678,6,6,6,6,100.0,100.0,100.0
2679,6,6,6,6,100.0,100.0,100.0
2680,6,6,6,6,100.0,100.0,100.0
2681,6,6,6,6,100.0,100.0,100.0
2682,6,6,6,6,100.0,100.0,100.0
2683,6,6,6,6,100.0,100.0,100.0
2684,6,6,6,6,100.0,100.0,100.0
2685,6,6,6,6,100.0,100.0,100.0
2686,6,6,6,6,100.0,100.0,100.0
2687,6,6,6,6,100.0,100.0,100.0
2688,6,6,6,6,100.0,100.0,100.0
2689,6,6,6,6,100.0,100.0,100.0
2690,6,6,6,6,100.0,100.0,100.0
2691,6,6,6,6,100.0,100.0,100.0
2692,6,6,6,6,100.0,100.0,100.0
2693,6,6,6,6,100.0,100.0,100.0
2694,6,6,6,6,100.0,100.0,100.0
2695,6,6,6,6,100.0,100.0,100.0
2696,6,6,6,6,100.0,100.0,100.0
2697,6,6,6,6,100.0,100.0,100.0
2698,6,6,6,6,100.0,100.0,100.0
2699,6,6,6,6,100.0,100.0,100.0
2700,6,6,6,6,100.0,100.0,100.0
2701,6,6,6,6,100.0,100.0,100.0
2702,6,6,6,6,100.0,100.0,100.0
2703,6,6,6,6,100.0,100.0,100.0
2704,6,6,6,6,100.0,100.0,100.0
2705,6,6,6,6,100.0,100.0,100.0
2706,6,6,6,6,100.0,100.0,100.0
2707,6,6,6,6,100.0,100.0,100.0
2708,6,6,6,6,100.0,100.0,100.0
2709,6,6,6,6,100.0,100.0,100.0
2710,6,6,6,6,100.0,100.0,100.0
2711,6,6,6,6,100.0,100.0,100.0
2712,6,6,6,6,100.0,100.0,100.0
2713,6,6,6,6,100.0,100.0,100.0
2714,6,6,6,6,100.0,100.0,100.0
2715,6,6,6,6,100.0,100.0,100.0
2716,6,6,6,6,100.0,100.0,100.0
2717,6,6,6,6,100.0,100.0,100.0
2718,6,6,6,6,100.0,100.0,100.0
2719,6,6,6,6,100.0,100.0,100.0
2720,6,6,6,6,100.0,100.0,100.0
2721,6,6,6,6,100.0,100.0,100.0
2722,6,6,6,6,100.0,100.0,100.0
2723,6,6,6,6,100.0,100.0,100.0
2724,6,6,6,6,100.0,100.0,100.0
2725,6,6,6,6,100.0,100.0,100.0
2726,6,6,6,6,100.0,100.0,100.0
2727,6,6,6,6,100.0,100.0,100.0
2728,6,6,6,6,100.0,100.0,100.0
2729,6,6,6,6,100.0,100.0,100.0
2730,6,6,6,6,100.0,100.0,100.0
2731,6,6,6,6,100.0,100.0,100.0
2732,6,6,6,6,100.0,100.0,100.0
2733,6,6,6,6,100.0,100.0,100.0
2734,6,6,6,6,100.0,100.0,100.0
2735,6,6,6,6,100.0,100.0,100.0
2736,6,6,6,6,100.0,100.0,100.0
2737,6,6,6,6,100.0,100.0,100.0
2738,6,6,6,6,100.0,100.0,100.0
2739,6,6,6,6,100.0,100.0,100.0
2740,6,6,6,6,100.0,100.0,100.0
2741,6,6,6,6,100.0,100.0,100.0
2742,6,6,6,6,100.0,100.0,100.0
2743,6,6,6,6,100.0,100.0,100.0
2744,6,6,6,6,100.0,100.0,100.0
2745,6,6,6,6,100.0,100.0,100.0
2746,6,6,6,6,100.0,100.0,100.0
2747,6,6,6,6,100.0,100.0,100.0
2748,6,6,6,6,100.0,100.0,100.0
2749,6,6,6,6,100.0,100.0,100.0
2750,6,6,6,6,100.0,100.0,100.0
2751,6,6,6,6,100.0,100.0,100.0
2752,6,6,6,6,100.0,100.0,100.0
2753,6,6,6,6,100.0,100.0,100.0
2754,6,6,6,6,100.0,100.0,100.0
2755,6,6,6,6,100.0,100.0,100.0
2756,6,6,6,6,100.0,100.0,100.0
2757,6,6,6,6,100.0,100.0,100.0
2758,6,6,6,6,100.0,100.0,100.0
2759,6,6,6,6,100.0,100.0,100.0
2760,6,6,6,6,100.0,100.0,100.0
2761,6,6,6,6,100.0,100.0,100.0
2762,6,6,6,6,100.0,100.0,100.0
2763,6,6,6,6,100.0,100.0,100.0
2764,6,6,6,6,100.0,100.0,100.0
2765,6,6,6,6,100.0,100.0,100.0
2766,6,6,6,6,100.0,100.0,100.0
2767,6,6,6,6,100.0,100.0,100.0
2768,6,6,6,6,100.0,100.0,100.0
2769,6,6,6,6,100.0,100.0,100.0
2770,6,6,6,6,100.0,100.0,100.0
2771,6,6,6,6,100.0,100.0,100.0
2772,6,6,6,6,100.0,100.0,100.0
2773,6,6,6,6,100.0,100.0,100.0
2774,6,6,6,6,100.0,100.0,100.0
2775,6,6,6,6,100.0,100.0,100.0
2776,6,6,6,6,100.0,100.0,100.0
2777,6,6,6,6,100.0,100.0,100.0
2778,6,6,6,6,100.0,100.0,100.0
2779,6,6,6,6,100.0,100.0,100.0
2780,6,6,6,6,100.0,100.0,100.0
2781,6,6,6,6,100.0,100.0,100.0
2782,6,6,6,6,100.0,100.0,100.0
2783,6,6,6,6,100.0,100.0,100.0
2784,6,6,6,6,100.0,100.0,100.0
2785,6,6,6,6,100.0,100.0,100.0
2786,6,6,6,6,100.0,100.0,100.0
2787,6,6,6,6,100.0,100.0,100.0
2788,6,6,6,6,100.0,100.0,100.0
2789,6,6,6,6,100.0,100.0,100.0
2790,6,6,6,6,100.0,100.0,100.0
2791,6,6,6,6,100.0,100.0,100.0
2792,6,6,6,6,100.0,100.0,100.0
2793,6,6,6,6,100.0,100.0,100.0
2794,6,6,6,6,100.0,100.0,100.0
2795,6,6,6,6,100.0,100.0,100.0
2796,6,6,6,6,100.0,100.0,100.0
2797,6,6,6,6,100.0,100.0,100.0
2798,6,6,6,6,100.0,100.0,100.0
2799,6,6,6,6,100.0,100.0,100.0
2800,6,6,6,6,100.0,100.0,100.0
2801,6,6,6,6,100.0,100.0,100.0
2802,6,6,6,6,100.0,100.0,100.0
2803,6,6,6,6,100.0,100.0,100.0
2804,6,6,6,6,100.0,100.0,100.0
2805,6,6,6,6,100.0,100.0,100.0
2806,6,6,6,6,100.0,100.0,100.0
2807,6,6,6,6,100.0,100.0,100.0
2808,6,6,6,6,100.0,100.0,100.0
2809,6,6,6,6,100.0,100.0,100.0
2810,6,6,6,6,100.0,100.0,100.0
2811,6,6,6,6,100.0,100.0,100.0
2812,6,6,6,6,100.0,100.0,100.0
2813,6,6,6,6,100.0,100.0,100.0
2814,6,6,6,6,100.0,100.0,100.0
2815,6,6,6,6,100.0,100.0,100.0
2816,6,6,6,6,100.0,100.0,100.0
2817,6,6,6,6,100.0,100.0,100.0
2818,6,6,6,6,100.0,100.0,100.0
2819,6,6,6,6,100.0,100.0,100.0
2820,6,6,6,6,100.0,100.0,100.0
2821,6,6,6,6,100.0,100.0,100.0
2822,6,6,6,6,100.0,100.0,100.0
2823,6,6,6,6,100.0,100.0,100.0
2824,6,6,6,6,100.0,100.0,100.0
2825,6,6,6,6,100.0,100.0,100.0
2826,6,6,6,6,100.0,100.0,100.0
2827,6,6,6,6,100.0,100.0,100.0
2828,6,6,6,6,100.0,100.0,100.0
2829,6,6,6,6,100.0,100.0,100.0
2830,6,6,6,6,100.0,100.0,100.0
2831,6,6,6,6,100.0,100.0,100.0
2832,6,6,6,6,100.0,100.0,100.0
2833,6,6,6,6,100.0,100.0,100.0
2834,6,6,6,6,100.0,100.0,100.0
2835,6,6,6,6,100.0,100.0,100.0
2836,6,6,6,6,100.0,100.0,100.0
2837,6,6,6,6,100.0,100.0,100.0
2838,6,6,6,6,100.0,100.0,100.0
2839,6,6,6,6,100.0,100.0,100.0
2840,6,6,6,6,100.0,100.0,100.0
2841,6,6,6,6,100.0,100.0,100.0
2842,6,6,6,6,100.0,100.0,100.0
2843,6,6,6,6,100.0,100.0,100.0
2844,6,6,6,6,100.0,100.0,100.0
2845,6,6,6,6,100.0,100.0,100.0
2846,6,6,6,6,100.0,100.0,100.0
2847,6,6,6,6,100.0,100.0,100.0
2848,6,6,6,6,100.0,100.0,100.0
2849,6,6,6,6,100.0,100.0,100.0
2850,6,6,6,6,100.0,100.0,100.0
2851,6,6,6,6,100.0,100.0,100.0
2852,6,6,6,6,100.0,100.0,100.0
2853,6,6,6,6,100.0,100.0,100.0
2854,6,6,6,6,100.0,100.0,100.0
2855,6,6,6,6,100.0,100.0,100.0
2856,6,6,6,6,100.0,100.0,100.0
2857,6,6,6,6,100.0,100.0,100.0
2858,6,6,6,6,100.0,100.0,100.0
2859,6,6,6,6,100.0,100.0,100.0
2860,6,6,6,6,100.0,100.0,100.0
2861,6,6,6,6,100.0,100.0,100.0
2862,6,6,6,6,100.0,100.0,100.0
2863,6,6,6,6,100.0,100.0,100.0
2864,6,6,6,6,100.0,100.0,100.0
2865,6,6,6,6,100.0,100.0,100.0
2866,6,6,6,6,100.0,100.0,100.0
2867,6,6,6,6,100.0,100.0,100.0
2868,6,6,6,6,100.0,100.0,100.0
2869,6,6,6,6,100.0,100.0,100.0
2870,6,6,6,6,100.0,100.0,100.0
2871,6,6,6,6,100.0,100.0,100.0
2872,6,6,6,6,100.0,100.0,100.0
2873,6,6,6,6,100.0,100.0,100.0
2874,6,6,6,6,100.0,100.0,100.0
2875,6,6,6,6,100.0,100.0,100.0
2876,6,6,6,6,100.0,100.0,100.0
2877,6,6,6,6,100.0,100.0,100.0
2878,6,6,6,6,100.0,100.0,100.0
2879,6,6,6,6,100.0,100.0,100.0
2880,6,6,6,6,100.0,100.0,100.0
2881,6,6,6,6,100.0,100.0,100.0
2882,6,6,6,6,100.0,100.0,100.0
2883,6,6,6,6,100.0,100.0,100.0
2884,6,6,6,6,100.0,100.0,100.0
2885,6,6,6,6,100.0,100.0,100.0
2886,6,6,6,6,100.0,100.0,100.0
2887,6,6,6,6,100.0,100.0,100.0
2888,6,6,6,6,100.0,100.0,100.0
2889,6,6,6,6,100.0,100.0,100.0
2890,6,6,6,6,100.0,100.0,100.0
2891,6,6,6,6,100.0,100.0,100.0
2892,6,6,6,6,100.0,100.0,100.0
2893,6,6,6,6,100.0,100.0,100.0
2894,6,6,6,6,100.0,100.0,100.0
2895,6,6,6,6,100.0,100.0,100.0
2896,6,6,6,6,100.0,100.0,100.0
2897,6,6,6,6,100.0,100.0,100.0
2898,6,6,6,6,100.0,100.0,100.0
2899,6,6,6,6,100.0,100.0,100.0
2900,6,6,6,6,100.0,100.0,100.0
2901,6,6,6,6,100.0,100.0,100.0
2902,6,6,6,6,100.0,100.0,100.0
2903,6,6,6,6,100.0,100.0,100.0
2904,6,6,6,6,100.0,100.0,100.0
2905,6,6,6,6,100.0,100.0,100.0
2906,6,6,6,6,100.0,100.0,100.0
2907,6,6,6,6,100.0,100.0,100.0
2908,6,6,6,6,100.0,100.0,100.0
2909,6,6,6,6,100.0,100.0,100.0
2910,6,6,6,6,100.0,100.0,100.0
2911,6,6,6,6,100.0,100.0,100.0
2912,6,6,6,6,100.0,100.0,100.0
2913,6,6,6,6,100.0,100.0,100.0
2914,6,6,6,6,100.0,100.0,100.0
2915,6,6,6,6,100.0,100.0,100.0
2916,6,6,6,6,100.0,100.0,100.0
2917,6,6,6,6,100.0,100.0,100.0
2918,6,6,6,6,100.0,100.0,100.0
2919,6,6,6,6,100.0,100.0,100.0
2920,6,6,6,6,100.0,100.0,100.0
2921,6,6,6,6,100.0,100.0,100.0
2922,6,6,6,6,100.0,100.0,100.0
2923,6,6,6,6,100.0,100.0,100.0
2924,6,6,6,6,100.0,100.0,100.0
2925,6,6,6,6,100.0,100.0,100.0
2926,6,6,6,6,100.0,100.0,100.0
2927,6,6,6,6,100.0,100.0,100.0
2928,6,6,6,6,100.0,100.0,100.0
2929,6,6,6,6,100.0,100.0,100.0
2930,6,6,6,6,100.0,100.0,100.0
2931,6,6,6,6,100.0,100.0,100.0
2932,6,6,6,6,100.0,100.0,100.0
2933,6,6,6,6,100.0,100.0,100.0
2934,6,6,6,6,100.0,100.0,100.0
2935,6,6,6,6,100.0,100.0,100.0
2936,6,6,6,6,100.0,100.0,100.0
2937,6,6,6,6,100.0,100.0,100.0
2938,6,6,6,6,100.0,100.0,100.0
2939,6,6,6,6,100.0,100.0,100.0
2940,6,6,6,6,100.0,100.0,100.0
2941,6,6,6,6,100.0,100.0,100.0
2942,6,6,6,6,100.0,100.0,100.0
2943,6,6,6,6,100.0,100.0,100.0
2944,6,6,6,6,100.0,100.0,100.0
2945,6,6,6,6,100.0,100.0,100.0
2946,6,6,6,6,100.0,100.0,100.0
2947,6,6,6,6,100.0,100.0,100.0
2948,6,6,6,6,100.0,100.0,100.0
2949,6,6,6,6,100.0,100.0,100.0
2950,6,6,6,6,100.0,100.0,100.0
2951,6,6,6,6,100.0,100.0,100.0
2952,6,6,6,6,100.0,100.0,100.0
2953,6,6,6,6,100.0,100.0,100.0
2954,6,6,6,6,100.0,100.0,100.0
2955,6,6,6,6,100.0,100.0,100.0
2956,6,6,6,6,100.0,100.0,100.0
2957,6,6,6,6,100.0,100.0,100.0
2958,6,6,6,6,100.0,100.0,100.0
2959,6,6,6,6,100.0,100.0,100.0
2960,6,6,6,6,100.0,100.0,100.0
2961,6,6,6,6,100.0,100.0,100.0
2962,6,6,6,6,100.0,100.0,100.0
2963,6,6,6,6,100.0,100.0,100.0
2964,6,6,6,6,100.0,100.0,100.0
2965,6,6,6,6,100.0,100.0,100.0
2966,6,6,6,6,100.0,100.0,100.0
2967,6,6,6,6,100.0,100.0,100.0
2968,6,6,6,6,100.0,100.0,100.0
2969,6,6,6,6,100.0,100.0,100.0
2970,6,6,6,6,100.0,100.0,100.0
2971,6,6,6,6,100.0,100.0,100.0
2972,6,6,6,6,100.0,100.0,100.0
2973,6,6,6,6,100.0,100.0,100.0
2974,6,6,6,6,100.0,100.0,100.0
2975,6,6,6,6,100.0,100.0,100.0
2976,6,6,6,6,100.0,100.0,100.0
2977,6,6,6,6,100.0,100.0,100.0
2978,6,6,6,6,100.0,100.0,100.0
2979,6,6,6,6,100.0,100.0,100.0
2980,6,6,6,6,100.0,100.0,100.0
2981,6,6,6,6,100.0,100.0,100.0
2982,6,6,6,6,100.0,100.0,100.0
2983,6,6,6,6,100.0,100.0,100.0
2984,6,6,6,6,100.0,100.0,100.0
2985,6,6,6,6,100.0,100.0,100.0
2986,6,6,6,6,100.0,100.0,100.0
2987,6,6,6,6,100.0,100.0,100.0
2988,6,6,6,6,100.0,100.0,100.0
2989,6,6,6,6,100.0,100.0,100.0
2990,6,6,6,6,100.0,100.0,100.0
2991,6,6,6,6,100.0,100.0,100.0
2992,6,6,6,6,100.0,100.0,100.0
2993,6,6,6,6,100.0,100.0,100.0
2994,6,6,6,6,100.0,100.0,100.0
2995,6,6,6,6,100.0,100.0,100.0
2996,6,6,6,6,100.0,100.0,100.0
2997,6,6,6,6,100.0,100.0,100.0
2998,6,6,6,6,100.0,100.0,100.0
2999,6,6,6,6,100.0,100.0,100.0
3000,6,6,6,6,100.0,100.0,100.0
3001,6,6,6,6,100.0,100.0,100.0
3002,6,6,6,6,100.0,100.0,100.0
3003,6,6,6,6,100.0,100.0,100.0
3004,6,6,6,6,100.0,100.0,100.0
3005,6,6,6,6,100.0,100.0,100.0
